,OBJECTID,BYGNING_ID,FYLKES_NR,FYLKES_NAVN,KOMMUNE_NR,KOMMUNE_NAVN,BYGNINGS_NR,BYGNING_LNR,BYGNINGSTYPE_NR,BYGNINGSTYPE_NAVN,BYGNINGSSTATUS_NR,BYGNINGSSTATUS_NAVN,GODKJENT_DATO,IGANGSATT_DATO,TATT_I_BRUK_DATO,TATT_I_BRUK,NAERINGSGRUPPE_KODE,NAERINGSGRUPPE_NAVN,PAABYGG_TILBYGG_KODE,PAABYGG_TILBYGG_NAVN,REGISTRERT_IGANGSATT_DATO,REGISTRERT_GODKJENT_DATO,VANNFORSYNING_NR,VANNFORSYNING_NAVN,BRUKSAREAL_TOTALT,BRUKSAREAL_BOLIG,BRUKSAREAL_ANNET_BOLIG,ANTALL_ETASJER,ANTALL_BOLIGER,LKOORDINAT_TYPE,LKOORDINATSYSTEM_NR,LKOORDINATSYSTEM_NAVN,LKOORDINAT_KVALITET_KODE,LKOORDINAT_KVALITET_NAVN,LX_KOORDINAT,LY_KOORDINAT,LZ_KOORDINAT,UKOORDINAT_TYPE,UKOORDINATSYSTEM_NR,UKOORDINATSYSTEM_NAVN,UKOORDINAT_KVALITET_KODE,UKOORDINAT_KVALITET_NAVN,UX_KOORDINAT,UY_KOORDINAT,UZ_KOORDINAT,EIENDOM_ANTALL,HAR_HEIS,BEBYGD_AREAL,Byggtype_profet,Energistandard_profet,Energibronn,Energiomraadeid,HAR_Fjernvarme,IN_FID_1,NEAR_FID_1,NEAR_DIST_1,Tatt_i_bruk_sammenstilt,SHAPE,oppgraderes,erstatt_varmepumpe,grunnvarme,solceller,luft_luft_varmepumpe,fjernvarme,grunnvarme_meter,grunnvarme_kostnad,_nettutveksling_energi,_nettutveksling_vintereffekt,_nettutveksling_sommereffekt,_termisk_energibehov_sum,_levert_fra_kilde_sum,_fjernvarmeproduksjon_sum,_elspesifikt_energibehov_sum,_kompressor_sum,_spisslast_sum,_solcelleproduksjon_sum,_termisk_energibehov_vintereffekt,_levert_fra_kilde_vintereffekt,_fjernvarmeproduksjon_vintereffekt,_elspesifikt_energibehov_vintereffekt,_kompressor_vintereffekt,_spisslast_vintereffekt,_solcelleproduksjon_vintereffekt,_termisk_energibehov_sommereffekt,_levert_fra_kilde_sommereffekt,_fjernvarmeproduksjon_sommereffekt,_elspesifikt_energibehov_sommereffekt,_kompressor_sommereffekt,_spisslast_sommereffekt,_solcelleproduksjon_sommereffekt,scenario_navn,_utetemperatur,_termisk_energibehov,_elspesifikt_energibehov,_kompressor,_levert_fra_kilde,_spisslast,_fjernvarmeproduksjon,_solcelleproduksjon,_nettutveksling_energi_liste
1280,1281,32486,30,VIKEN,3003,SARPSBORG,357545,0,111,Enebolig,TB,Tatt i bruk,10101,10101,19260615,19260615,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,268.0,268.0,0.0,3,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573624.0,620690.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6578147.52,278915.73,0.0,1,N,0.0,A,X,,A,0,,,,19260615,"{'x': 620690, 'y': 6573624, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,True,True,False,False,368.0,220800.0,0.013,0.005,-0.002,0.0411948963,0.0294249259,0.0,0.0107406968,0.0117699704,0.0,0.0095575037,0.0143758389,0.0102684564,0.0,0.001094445,0.0041073825,0.0,3.11202e-05,0.0016764278,0.0011974484,0.0,0.0012511803,0.0004789794,0.0,0.0035347629,Referansesituasjon,[0],[6.15349228 5.7781883  5.54746329 ... 7.43581327 6.83335495 6.63810285],[1.11606368 0.86880018 0.78097432 ... 1.9173055  1.70922582 1.35657132],[1.75814065 1.65091094 1.58498951 ... 2.12451808 1.95238713 1.89660082],"[-4.39535163 -4.12727736 -3.96247378 ... -5.31129519 -4.88096782
 -4.74150204]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],[2.87420433 2.51971112 2.36596384 ... 4.04182358 3.66161295 3.25317214]
1281,1282,32487,30,VIKEN,3003,SARPSBORG,357553,0,136,Andre småhus m/3 boliger el fl,TB,Tatt i bruk,10101,10101,19070615,19070615,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,152.0,152.0,0.0,2,4,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573646.0,620667.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6578171.51,278894.79,0.0,4,N,0.0,A,X,,A,0,,,,19070615,"{'x': 620667, 'y': 6573646, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,True,True,False,False,209.0,125400.0,0.0046,0.003,-0.002,0.0233642696,0.016688764,0.0,0.0060917385,0.0066755056,0.0,0.0081310106,0.0081534609,0.0058239006,0.0,0.00062073,0.0023295602,0.0,2.64754e-05,0.0009508098,0.0006791499,0.0,0.0007096247,0.0002716599,0.0,0.0030071863,Referansesituasjon,[0],[3.4900404  3.27718142 3.14632246 ... 4.21732693 3.87563415 3.76489416],[0.63299134 0.49275234 0.44294066 ... 1.087427   0.96941166 0.76939866],[0.9971544  0.93633755 0.89894928 ... 1.20495055 1.10732404 1.07568404],"[-2.492886   -2.34084387 -2.24737319 ... -3.01237638 -2.76831011
 -2.68921011]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],[1.63014574 1.42908989 1.34188994 ... 2.29237755 2.0767357  1.84508271]
1282,1283,32488,30,VIKEN,3003,SARPSBORG,357561,0,111,Enebolig,TB,Tatt i bruk,10101,10101,19160615,19160615,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,118.0,118.0,0.0,3,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573588.0,620699.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6578110.84,278921.46,0.0,1,N,0.0,A,X,,A,0,,,,19160615,"{'x': 620699, 'y': 6573588, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,True,True,False,False,162.0,97200.0,0.0057,0.002,-0.001,0.0181380514,0.012955751,0.0,0.0047291128,0.0051823004,0.0,0.0042081546,0.0063296604,0.004521186,0.0,0.0004818825,0.0018084744,0.0,1.37022e-05,0.0007381287,0.0005272348,0.0,0.0005508928,0.0002108939,0.0,0.0015563508,Referansesituasjon,[0],[2.70937347 2.54412768 2.44253981 ... 3.27397748 3.00871599 2.92274678],[0.49140117 0.38253142 0.34386183 ... 0.84418675 0.75256958 0.59729633],[0.77410671 0.72689362 0.69786852 ... 0.93542214 0.85963314 0.83507051],"[-1.93526676 -1.81723406 -1.74467129 ... -2.33855535 -2.14908285
 -2.08767627]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],[1.26550788 1.10942504 1.04173035 ... 1.77960889 1.61220272 1.43236684]
1283,1284,32489,30,VIKEN,3003,SARPSBORG,357588,0,136,Andre småhus m/3 boliger el fl,TB,Tatt i bruk,10101,10101,19350915,19350915,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,308.0,308.0,0.0,3,4,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573655.0,620639.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6578182.99,278867.7,0.0,1,N,0.0,A,X,,A,0,,,,19350915,"{'x': 620639, 'y': 6573655, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,True,True,False,False,423.0,253800.0,0.0149,0.006,-0.002,0.0473433883,0.0338167059,0.0,0.0123437858,0.0135266824,0.0,0.0109839967,0.0165214865,0.0118010618,0.0,0.001257795,0.0047204247,0.0,3.5765e-05,0.0019266409,0.0013761721,0.0,0.0014379237,0.0005504688,0.0,0.0040623394,Referansesituasjon,[0],[7.07192397 6.64060446 6.37544289 ... 8.54563615 7.85325867 7.62886447],[1.28264034 0.99847184 0.89753766 ... 2.2034705  1.96433416 1.55904466],[2.0205497  1.89731556 1.82155511 ... 2.44161033 2.24378819 2.17967556],"[-5.05137426 -4.7432889  -4.55388778 ... -6.10402582 -5.60947048
 -5.44918891]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],[3.30319005 2.8957874  2.71909277 ... 4.64508083 4.20812235 3.73872022]
1284,1285,32490,30,VIKEN,3003,SARPSBORG,357596,0,111,Enebolig,TB,Tatt i bruk,10101,10101,19120615,19120615,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,166.0,166.0,0.0,3,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573602.0,620682.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6578126.32,278905.78,0.0,1,N,0.0,A,X,,A,0,,,,19120615,"{'x': 620682, 'y': 6573602, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,True,True,False,False,228.0,136800.0,0.008,0.003,-0.001,0.0255162418,0.018225887,0.0,0.0066528196,0.0072903548,0.0,0.0059199463,0.0089044375,0.0063603125,0.0,0.0006779025,0.002544125,0.0,1.92759e-05,0.0010383844,0.0007417031,0.0,0.0007749848,0.0002966813,0.0,0.0021894427,Referansesituasjon,[0],[3.81149149 3.57902708 3.43611532 ... 4.60576494 4.23260045 4.11166072],[0.69129317 0.53813742 0.48373783 ... 1.18758475 1.05869958 0.84026433],[1.08899757 1.02257917 0.98174724 ... 1.31593284 1.20931442 1.17476021],"[-2.72249392 -2.55644791 -2.45436809 ... -3.2898321  -3.02328604
 -2.93690052]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],[1.78029074 1.56071659 1.46548506 ... 2.50351759 2.26801399 2.01502453]
1285,1286,32491,30,VIKEN,3003,SARPSBORG,357618,0,112,Enebolig m/hybel/sokkelleil.,TB,Tatt i bruk,10101,10101,19770815,19770815,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,255.0,255.0,0.0,2,2,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6574448.0,620539.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6578982.11,278839.42,0.0,1,N,0.0,A,X,,B,0,,,,19770815,"{'x': 620539, 'y': 6574448, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,True,True,False,False,350.0,210000.0,0.0078,0.005,-0.003,0.0391966364,0.0279975975,0.0,0.0102196928,0.011199039,0.0,0.0136408401,0.0136785034,0.0097703596,0.0,0.0010413562,0.0039081438,0.0,4.44159e-05,0.0015951086,0.0011393633,0.0,0.0011904887,0.0004557453,0.0,0.0050449507,Referansesituasjon,[0],[5.85500199 5.49790305 5.27836992 ... 7.07512083 6.50188624 6.31610533],[1.06192626 0.82665688 0.74309124 ... 1.82430187 1.62631562 1.29076749],[1.67285771 1.57082944 1.50810569 ... 2.0214631  1.85768178 1.80460152],"[-4.18214428 -3.9270736  -3.77026423 ... -5.05365774 -4.64420446
 -4.51150381]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],[2.73478397 2.39748633 2.25119693 ... 3.84576497 3.4839974  3.09536901]
1286,1287,32492,30,VIKEN,3003,SARPSBORG,357626,0,111,Enebolig,TB,Tatt i bruk,10101,10101,19770915,19770915,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,260.0,260.0,0.0,2,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6574517.0,620524.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6579052.21,278830.68,0.0,1,N,0.0,A,X,,B,0,,,,19770915,"{'x': 620524, 'y': 6574517, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,True,True,False,False,357.0,214200.0,0.0079,0.005,-0.003,0.0399651979,0.0285465699,0.0,0.010420079,0.011418628,0.0,0.0139083076,0.0139467094,0.0099619353,0.0,0.001061775,0.0039847741,0.0,4.52868e-05,0.0016263852,0.0011617037,0.0,0.0012138317,0.0004646815,0.0,0.0051438713,Referansesituasjon,[0],[5.96980595 5.60570507 5.38186737 ... 7.21384869 6.62937421 6.43995053],[1.08274834 0.84286584 0.75766166 ... 1.8600725  1.65820416 1.31607666],[1.70565884 1.60163002 1.53767639 ... 2.06109963 1.89410692 1.83998587],"[-4.2641471  -4.00407505 -3.84419098 ... -5.15274907 -4.73526729
 -4.59996466]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],[2.78840718 2.44449586 2.29533805 ... 3.92117213 3.55231107 3.15606252]
1287,1288,32493,30,VIKEN,3003,SARPSBORG,357634,0,111,Enebolig,TB,Tatt i bruk,10101,10101,19780115,19780115,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,269.0,269.0,0.0,2,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6574479.0,620554.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6579011.65,278857.15,0.0,1,N,0.0,A,X,,B,0,,,,19780115,"{'x': 620554, 'y': 6574479, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,True,True,False,False,369.0,221400.0,0.0082,0.005,-0.004,0.0413486086,0.0295347204,0.0,0.010780774,0.0118138882,0.0,0.014389749,0.0144294801,0.0103067715,0.0,0.0010985288,0.0041227086,0.0,4.68544e-05,0.0016826832,0.0012019165,0.0,0.0012558489,0.0004807666,0.0,0.0053219284,Referansesituasjon,[0],[6.17645307 5.7997487  5.56816278 ... 7.46355884 6.85885254 6.66287189],[1.12022809 0.87204197 0.78388841 ... 1.92445962 1.71560353 1.36163316],[1.76470088 1.65707106 1.59090365 ... 2.13244538 1.95967216 1.90367768],"[-4.4117522  -4.14267764 -3.97725913 ... -5.33111346 -4.89918039
 -4.75919421]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],[2.88492897 2.52911303 2.37479206 ... 4.05690501 3.67527569 3.26531084]
1288,1289,32494,30,VIKEN,3003,SARPSBORG,357642,0,111,Enebolig,TB,Tatt i bruk,10101,10101,19720615,19720615,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,241.0,241.0,0.0,2,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6574553.0,620545.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6579086.19,278854.84,0.0,1,N,0.0,A,X,,B,0,,,,19720615,"{'x': 620545, 'y': 6574553, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,True,True,False,False,331.0,198600.0,0.0074,0.005,-0.003,0.0370446642,0.0264604745,0.0,0.0096586117,0.0105841898,0.0,0.0128919312,0.0129275268,0.0092339477,0.0,0.0009841837,0.0036935791,0.0,4.19774e-05,0.001507534,0.00107681,0.0,0.0011251286,0.000430724,0.0,0.004767973,Referansesituasjon,[0],[5.5335509  5.19605739 4.98857707 ... 6.68668283 6.14491994 5.96933876],[1.00362442 0.7812718  0.70229408 ... 1.72414413 1.5370277  1.21990183],[1.58101454 1.48458783 1.42530773 ... 1.91048081 1.75569141 1.70552536],"[-3.95253635 -3.71146956 -3.56326933 ... -4.77620202 -4.38922853
 -4.2638134 ]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],[2.58463897 2.26585962 2.12760181 ... 3.63462493 3.29271911 2.92542719]
1289,1290,32495,30,VIKEN,3003,SARPSBORG,357650,0,122,"Tomannsbolig, horisontaldelt",TB,Tatt i bruk,10101,10101,19770615,19770615,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,227.0,227.0,0.0,2,2,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6574509.0,620570.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6579040.1,278875.79,0.0,1,N,0.0,A,X,,B,0,,,,19770615,"{'x': 620570, 'y': 6574509, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,True,True,False,False,312.0,187200.0,0.0069,0.004,-0.003,0.034892692,0.0249233515,0.0,0.0090975305,0.0099693406,0.0,0.0121430224,0.0121765501,0.0086975358,0.0,0.0009270112,0.0034790143,0.0,3.95389e-05,0.0014199594,0.0010142567,0.0,0.0010597684,0.0004057027,0.0,0.0044909954,Referansesituasjon,[0],[5.21209981 4.89421173 4.69878421 ... 6.29824482 5.78795363 5.62257219],[0.94532259 0.73588672 0.66149691 ... 1.62398637 1.44773978 1.14903616],[1.48917137 1.39834621 1.34250977 ... 1.79949852 1.65370104 1.6064492 ],"[-3.72292843 -3.49586552 -3.35627443 ... -4.4987463  -4.1342526
 -4.016123  ]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],[2.43449396 2.13423292 2.00400668 ... 3.4234849  3.10144082 2.75548536]
1290,1291,32496,30,VIKEN,3003,SARPSBORG,357669,0,111,Enebolig,TB,Tatt i bruk,10101,10101,19740415,19740415,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,281.0,281.0,0.0,2,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6574582.0,620562.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6579113.55,278874.39,0.0,1,N,90.0,A,X,,B,0,,,,19740415,"{'x': 620562, 'y': 6574582, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,True,True,False,False,386.0,231600.0,0.014,0.005,-0.002,0.0431931562,0.0308522544,0.0,0.0112617007,0.0123409018,0.0,0.0096288283,0.0150731744,0.0107665531,0.0,0.0011475338,0.0043066212,0.0,3.13524e-05,0.0017577471,0.0012555336,0.0,0.0013118719,0.0005022135,0.0,0.0035611417,Referansesituasjon,[0],[6.45198258 6.05847355 5.81655666 ... 7.7965057  7.16482366 6.96010038],[1.17020109 0.91094347 0.81885741 ... 2.01030913 1.79213603 1.42237516],[1.84342359 1.73099244 1.66187333 ... 2.22757306 2.04709247 1.98860011],"[-4.60855899 -4.32748111 -4.15468333 ... -5.56893265 -5.11773119
 -4.97150027]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],[3.01362469 2.64193591 2.48073074 ... 4.23788218 3.83922851 3.41097527]
1291,1292,32497,30,VIKEN,3003,SARPSBORG,357677,0,111,Enebolig,TB,Tatt i bruk,10101,10101,19720515,19720515,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,141.0,141.0,0.0,2,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6574539.0,620583.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6579068.82,278891.44,0.0,1,N,0.0,A,X,,B,0,,,,19720515,"{'x': 620583, 'y': 6574539, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,True,True,False,False,194.0,116400.0,0.0043,0.003,-0.002,0.0216734343,0.0154810245,0.0,0.005650889,0.0061924098,0.0,0.0075425822,0.0075634078,0.0054024341,0.0,0.0005758088,0.0021609737,0.0,2.45594e-05,0.0008820012,0.0006300009,0.0,0.0006582702,0.0002520003,0.0,0.002789561,Referansesituasjon,[0],[3.23747169 3.04001698 2.91862808 ... 3.91212564 3.59516063 3.49243471],[0.58718275 0.45709263 0.41088575 ... 1.00873163 0.89925687 0.7137185 ],[0.92499191 0.86857628 0.83389374 ... 1.11775018 1.02718875 0.99783849],"[-2.31247978 -2.1714407  -2.08473434 ... -2.79437546 -2.56797188
 -2.49459622]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],[1.51217467 1.32566891 1.24477948 ... 2.12648181 1.92644562 1.71155698]
1292,1293,32498,30,VIKEN,3003,SARPSBORG,357685,0,111,Enebolig,TB,Tatt i bruk,10101,10101,19700315,19700315,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,193.0,193.0,0.0,2,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6574623.0,620609.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6579150.17,278924.91,0.0,1,N,0.0,A,X,,B,0,,,,19700315,"{'x': 620609, 'y': 6574623, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,True,True,False,False,265.0,159000.0,0.0059,0.004,-0.003,0.0296664738,0.0211903385,0.0,0.0077349048,0.0084761354,0.0,0.0103242437,0.0103527497,0.0073948212,0.0,0.0007881638,0.0029579285,0.0,3.36167e-05,0.0012072782,0.0008623416,0.0,0.0009010366,0.0003449366,0.0,0.0038183353,Referansesituasjon,[0],[4.43143288 4.16115799 3.99500155 ... 5.35489538 4.92103547 4.78042482],[0.80373242 0.6256658  0.56241808 ... 1.38074612 1.2308977  0.97693383],[1.26612368 1.18890228 1.14142901 ... 1.52997011 1.40601013 1.36583566],"[-3.1653092  -2.97225571 -2.85357254 ... -3.82492527 -3.51502533
 -3.41458915]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],[2.0698561  1.81456808 1.70384709 ... 2.91071623 2.63690784 2.34276949]
1293,1294,32499,30,VIKEN,3003,SARPSBORG,357693,0,112,Enebolig m/hybel/sokkelleil.,TB,Tatt i bruk,10101,10101,19720915,19720915,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,233.0,233.0,0.0,2,3,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6574563.0,620601.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6579091.11,278911.54,0.0,1,N,1.0,A,X,,B,0,,,,19720915,"{'x': 620601, 'y': 6574563, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,True,True,False,False,320.0,192000.0,0.0195,0.005,0.001,0.0358149658,0.0255821185,0.0,0.0093379938,0.0102328474,0.0,0.000106987,0.0124983972,0.0089274266,0.0,0.0009515137,0.0035709706,0.0,3.484e-07,0.0014574914,0.0010410653,0.0,0.0010877799,0.0004164261,0.0,3.95682e-05,Referansesituasjon,[0],[5.34986456 5.02357416 4.82298115 ... 6.46471825 5.94093919 5.77118644],[0.97030909 0.75533747 0.67898141 ... 1.66691112 1.48600603 1.17940716],[1.52853273 1.4353069  1.37799461 ... 1.84706236 1.6974112  1.64891041],"[-3.82133183 -3.58826725 -3.44498653 ... -4.61765589 -4.24352799
 -4.12227603]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],[2.49884182 2.19064437 2.05697602 ... 3.51397348 3.18341723 2.82831757]
1294,1295,32500,30,VIKEN,3003,SARPSBORG,357707,0,112,Enebolig m/hybel/sokkelleil.,TB,Tatt i bruk,10101,10101,19700415,19700415,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,251.0,251.0,0.0,2,2,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6574647.0,620627.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6579172.47,278945.0,0.0,1,N,0.0,A,X,,B,0,,,,19700415,"{'x': 620627, 'y': 6574647, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,True,True,False,False,344.0,206400.0,0.0077,0.005,-0.003,0.0385817872,0.0275584195,0.0,0.0100593839,0.0110233678,0.0,0.0134268662,0.0134639387,0.009617099,0.0,0.0010250212,0.0038468396,0.0,4.37192e-05,0.0015700873,0.0011214909,0.0,0.0011718144,0.0004485964,0.0,0.0049658142,Referansesituasjon,[0],[5.76315882 5.41166143 5.19557196 ... 6.96413855 6.39989587 6.21702917],[1.04526859 0.81368972 0.73143491 ... 1.79568537 1.60080478 1.27052016],[1.6466168  1.54618898 1.48444913 ... 1.98975387 1.82854168 1.77629405],"[-4.11654201 -3.86547245 -3.71112283 ... -4.97438468 -4.57135419
 -4.44073512]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],[2.6918854  2.3598787  2.21588404 ... 3.78543925 3.42934646 3.04681421]
1295,1296,32501,30,VIKEN,3003,SARPSBORG,357715,0,111,Enebolig,TB,Tatt i bruk,10101,10101,19720815,19720815,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,233.0,233.0,0.0,2,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6574588.0,620627.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6579113.68,278939.69,0.0,1,N,49.0,A,X,1,B,0,,,,19720815,"{'x': 620627, 'y': 6574588, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,True,False,False,False,320.0,192000.0,0.0196,0.005,0.002,0.0358149658,0.0255821185,0.0,0.0093379938,0.0102328474,0.0,0.0,0.0124983972,0.0089274266,0.0,0.0009515137,0.0035709706,0.0,0.0,0.0014574914,0.0010410653,0.0,0.0010877799,0.0004164261,0.0,0.0,Referansesituasjon,[0],[5.34986456 5.02357416 4.82298115 ... 6.46471825 5.94093919 5.77118644],[0.97030909 0.75533747 0.67898141 ... 1.66691112 1.48600603 1.17940716],[1.52853273 1.4353069  1.37799461 ... 1.84706236 1.6974112  1.64891041],"[-3.82133183 -3.58826725 -3.44498653 ... -4.61765589 -4.24352799
 -4.12227603]",[0. 0. 0. ... 0. 0. 0.],0,0,[2.49884182 2.19064437 2.05697602 ... 3.51397348 3.18341723 2.82831757]
1296,1297,32502,30,VIKEN,3003,SARPSBORG,357723,0,111,Enebolig,TB,Tatt i bruk,10101,10101,19700915,19700915,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,234.0,234.0,0.0,2,1,L,22,EUREF89 UTM Sone 32,,,6574676.4,620643.1,0.0,U,23,EUREF89 UTM Sone 33,,,6579200.31,278963.69,0.0,1,N,0.0,A,X,,B,0,,,,19700915,"{'x': 620643.0999999996, 'y': 6574676.4, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,True,True,False,False,321.0,192600.0,0.0071,0.005,-0.003,0.0359686781,0.025691913,0.0,0.0093780711,0.0102767652,0.0,0.0125174768,0.0125520384,0.0089657417,0.0,0.0009555975,0.0035862967,0.0,4.07581e-05,0.0014637467,0.0010455333,0.0,0.0010924485,0.0004182133,0.0,0.0046294842,Referansesituasjon,[0],[5.37282535 5.04513456 4.84368064 ... 6.49246382 5.96643679 5.79595548],[0.97447351 0.75857926 0.68189549 ... 1.67406525 1.49238374 1.18446899],[1.53509296 1.44146702 1.38390875 ... 1.85498966 1.70469622 1.65598728],"[-3.83773239 -3.60366754 -3.45977188 ... -4.63747416 -4.26174056
 -4.1399682 ]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],[2.50956647 2.20004627 2.06580425 ... 3.52905491 3.19707997 2.84045627]
